,text,label,pred,prob_0,prob_1
33733,"needed free market reform to the healthcare industry.congress must act . our elected representative in the house and senate must:1 . completely repeal obamacare . our elected representative must eliminate the individual mandate . no person should be require to buy insurance unless he or she want to.2 . modify exist law that inhibit the sale of health insurance across state line . as long a the plan purchase complies with state requirement , any vendor ought to be able to offer insurance in any state . by allow full competition in this market , insurance cost will go down and consumer satisfaction will go up.3 . allow individual to fully deduct health insurance premium payment from their tax return under the current tax system . business be allow to take these deduction so why wouldn t congress allow individual the same exemption ? a we allow the free market to provide insurance coverage opportunity to company and individual , we must also make sure that no one slip through the crack simply because they can not afford insurance . we must review basic option for medicaid and work with state to ensure that those who want healthcare coverage can have it.4 . allow individual to use health saving account ( hsas ) . contribution into hsas should be tax-free and should be allow to accumulate . these account would become part of the estate of the individual and could be pass on to heirs without fear of any death penalty . these plan should be particularly attractive to young people who be healthy and can afford high-deductible insurance plan . these fund can be use by any member of a family without penalty . the flexibility and security provide by hsas will be of great benefit to all who participate.5 . require price transparency from all healthcare provider , especially doctor and healthcare organization like clinic and hospital . individual should be able to shop to find the best price for procedure , exam or any other medical-related procedure.6 . block-grant medicaid to the state . nearly every state already offer benefit beyond what be require in the current medicaid structure . the state government know their people best and can manage the administration of medicaid far well without federal overhead . state will have the incentive to seek out and eliminate fraud , waste and abuse to preserve our precious resources.7 . remove barrier to entry into free market for drug provider that offer safe , reliable and cheap product . congress will need the courage to step away from the special interest and do what be right for america . though the pharmaceutical industry be in the private sector , drug company provide a public service . allow consumer access to import , safe and dependable drug from overseas will bring more option to consumer .",1,0,0.7014171748434328,0.29858282515656726
2277," late birdie from thomas pieters and zach johnson give the duo a share of the lead after the third round of the world golf championship-bridgestone invitational on saturday . pieters , look to become the first belgian winner on the pga tour , birdie the 18th hole for a four-under-par 66 that move him to nine-under-par 201 at firestone country club in akron , ohio . his late birdie move him level with twice major winner johnson , who moments early have also birdie the last for a five-under-par 65 that briefly give him the outright lead . the pair be one shot clear of australian scott hend ( 63 ) , with japan ’ s hideki matsuyama ( 67 ) two shot back , and rory mcilroy ( 68 ) tie with two others another shot far adrift . “ if i would have walk off today with a 65 or a 66 , i would have felt that be a fair reflection of how i play , ” say mcilroy . “ but only three behind go into tomorrow , i can get off to a fast start and try and put a bit of pressure on the guy up ahead of me. ” overnight leader jimmy walker fell back after mix two double-bogeys with two bogey and two birdie for a four-over 74 that leave him six back in a share of 10th with bubba watson ( 66 ) , jason day ( 70 ) and you.s . open champion brook koepka ( 67 ) . day be frustrate after follow a birdie at the par-five 16th with two bogey that leave him with much more work to do in the final round . “ i be pretty angry right now , to be honest , ” say day . “ go bogey-bogey be pretty poor come down the stretch . i have get to do something special tomorrow so i get my chance back to try and win this thing. ” british open champion jordan spieth ( 71 ) saw his hope fade after two bogey over his final three hole leave him seven shot back in a share of 16th . pieters start the round two shot back of walker and get off to a sizzle start with four birdie in his first five hole but start to unravel down the stretch . the long-hitting belgian make a pair of bogey start at the 13th that drop him back into a share of the lead . he do well to make birdie two hole later but then fell back into a share of the lead again after a bogey at the 17th . hend ’ s 63 , the low round of the day by two shot , be build on four birdie on each nine with his only blemish come in the form of a three-putt bogey at the par-three seventh .",0,1,0.28212276826563676,0.7178772317343632
20378," major eastern you.s . railroad csx corp and norfolk southern corp be rerouting rail car and locomotive , hold traffic in yard out of harm s way , relocate worker , and put repair equipment into place a hurricane irma barrel toward florida . here be some key rail facility in the you.s . southeast that could be impact by irma , project to strike southern florida on sunday : the no . 3 you.s . railroad , base in jacksonville , florida , have major rail yard in jacksonville , orlando , and tampa , on the state s western gulf coast . apart from the major rail yard , jacksonville and tampa also have intermodal terminal , transfer terminal for bulk good , and auto distribution terminal . orlando have the major rail yard and auto distribution terminal . it have bulk good transfer terminal in fort lauderdale . csx serve 12 port , include fort myers , fort pierce , jacksonville , miami , palm beach , and panama city . for georgia , csx have major rail yard in atlanta , coastal savannah , and waycross a part of it 2,700 mile ( 4,345 km ) of track . in atlanta and savannah , they also have intermodal and bulk transfer operation in addition to the major rail yard . augusta , about 150 mile from the atlantic ocean , be a terminal serving bulk commodity . in alabama , csx have major rail yard in mobile , birmingham , and montgomery . it have bulk freight transfer terminal in birmingham and montgomery and an intermodal terminal in mobile . in south carolina , it have major rail yard in charleston , which also have intermodal and bulk commodity terminal operation , and florence , and have bulk terminal in spartanburg and greenville . the no . 4 you.s . railroad , base in norfolk , virginia , have a major rail yard , intermodal and auto distribution facility and a rail-to-truck transfer facility in jacksonville , in florida s northeast . in atlanta , georgia , the railroad have a rail yard , rail-to-truck transfer and auto distribution facility , and two intermodal facility . it also have yard in macon , augusta , valdosta , albany , rome , columbus , and savannah , with rail-to-truck transfer facility in augusta , and dalton . in georgia it also have auto distribution facility in commerce , savannah , and brunswick , and port access point in savannah and brunswick , in the state s southwest . in south carolina , the railroad have port operation , a rail yard , an intermodal terminal and an auto distribution facility in charleston , as well a a yard and rail-to-truck transfer facility in columbia . in the broad area of greenville , in the state s northwest , it have two rail yard , a rail-to-truck transfer facility and an intermodal terminal . in alabama , the company have key intermodal , auto distribution and rail yard facility in birmingham , with yard in selma , mobile far south , and sheffield , and decatur in the north . mobile also have a rail-to-truck transfer facility and port operation .",0,1,0.3488111363421189,0.6511888636578811
10506," emotion over abortion simmer on the sidewalk outside the you.s . supreme court on wednesday , with hundred of activist on both side of the issue stag duel rally and anti-abortion lawmaker join the fray . “ if you support life , let me hear you scream , ” south carolina republican you.s . senator tim scott tell anti-abortion demonstrator , elicit yell and applause . “ we be talk about 10 finger and 10 toe and one precious heart . we be here for the right reasons. ” the court hear argument in a legal challenge to a restrictive , republican-backed texas abortion law , with a ruling expect by the end of june . it be the late flashpoint in america ’ s culture war . christina bennett , a member of the national black pro-life coalition , share her story during the anti-abortion rally about how her mother make a last-minute decision not to abort her . “ i be so grateful for my life and i love my life , ” bennett say , defend the texas law at issue in the case that impose regulation on abortion doctor and clinic building , rule that supporter of the measure state be intend to protect woman ’ s health . anti-abortion protester hold large poster with photo of aborted fetus and sign that read , “ protect woman , protect life. ” one young woman clutch rosary bead in her hand and have red tape over her mouth with the word “ life ” write on it . republican you.s . house of representative speaker paul ryan address the anti-abortion rally , but be barely audible over scream from abortion right protester shout , “ stop the sham ! ” abortion right advocate contend the texas law be not aim at protect woman ’ s health but rather at impose burdensome regulation that would force abortion clinic to close . demonstrator hannah friedman , a george washington university student , hold up a coat hanger with # wewontgoback scribble across the front , a reference to how unsafe abortion be perform before the supreme court legalize abortion nationwide in 1973 . “ i think it be really important to speak against the pro-life rhetoric go on behind me , with people use the bible to defend their own personal belief and then inflict those belief upon me and my life and my decision , ” friedman add . “ this have be one of the most challenging , difficult and intense year of our life , ” amy hagstrom miller , founder of whole woman ’ s health , one of the abortion provider that challenge the law , tell supporter . “ after all , we have nothing to hide and we stand in the light . ”",0,1,0.30691231473854286,0.6930876852614571
7659," below be the highlight from reuters ’ october 25 exclusive interview with republican presidential nominee donald trump . “ ( hillary clinton ) have no plan for syria . look , with her you will end up in world war three . she do not know what she be do , just like with libya , just like with everything else she be do . so syria now be no longer syria . syria be russia and the new iran that we build through the iran deal , which be one of the bad negotiated deal i have ever see . so you be not fight syria anymore , you be fight syria , russia and iran , alright . russia be a nuclear country , but a country where the nukes work a oppose to other country that talk. ” “ i say the first thing we have to do be get rid of isi before we start think about syria. ” “ ( syrian president bashar al- ) assad be secondary , to me , to isis. ” “ if hillary clinton end the war and leave troop behind , we would not even be fight for mosul right now , ok. she give them mosul . she do not know what she be do . the woman be incompetent. ” “ one of the reason we be go in be to get the isi leader . but if that be the case , why do not we go in a a surprise attack instead of - you know , with the element of surprise - instead of announce three month ago that we be go into mosul ? ” “ i would hope to have a good relationship with russia . and i would hope to have a good relationship with putin . “ i be not friend or enemy with the russian . i have nothing to do russia. ” “ ( clinton ) always cast putin a a bad guy and a bad light . if she win , how be she go to go back and negotiate with this man who she have make to be so evil . he be not go to want to negotiate with her , number one . number two , i do not believe he have any respect for hillary clinton whatsoever . on philippine president rodrigo duterte say he be against the presence of any foreign troop in his country : “ he probably make a deal with china ... he be deal with china and russia so he probably make a deal with china and russia. ” “ the philippine be a very important strategic location . he have no respect or liking of obama ... ” “ i think it be a horrible thing that the united state be reduce to be throw out of a country. ” “ there be a big group of people that be in that category ( of world leader who dislike obama ) because obama want to focus on his golf game . he do not want to take the time necessary to get along with people . it be too bad. ” wikileaks on tuesday release a batch of hack email from the account of clinton ’ s campaign manager , john podesta , that show her democratic presidential campaign react after president barack obama say in a television interview that he learn of her private email server through news report . trump ’ s response : “ well , i now see why the president stick up for hillary , because he do not want to be drag into it ... because he know all about her private server. ” “ this be a big thing . this mean that he have to be investigated. ” “ thousand of people be stand there to vote . i think those people be very , very disappointed that the leader ( of the republican party ) be not help u win. ” “ i know this : if the leader be help me , we could not lose this election . it would be an impossibility. ” “ the medium ’ s rig the system . it be never be a pile on like this ... i mean , they be rig the poll . the poll be ridiculous . look at that one poll that come out , abc/washington post . that be a democratic poll . they be rig the system. ” an abc news/washington post poll release on sunday show clinton lead trump by 12 percentage point among likely voter .",0,1,0.11915872044132314,0.8808412795586769
6432," first lady michelle obama make an impassioned case for embrace diversity and welcome all religious group on friday in a not-so-veiled message to her husband ’ s successor two week ahead of inauguration day . in what be bill a her last formal speech before president barack obama leave office , the first lady say at an event honor high school counselor that the united state belong to people from all background and walk of life . “ our glorious diversity - our diversity of faith and color and creed - that be not a threat to who we be , it make u who we be , ” she say . the remark be reminiscent of her vigorous campaign speech in favor of democrat hillary clinton during the 2016 election . president-elect donald trump have propose build a wall along the border of mexico and temporarily ban muslim from enter the country . “ if you or your parent be immigrant , know that you be part of a proud american tradition : the infusion of new culture , talent and idea , generation after generation , that have make u the great country on earth , ” mrs. obama say . “ if you be a person of faith , know that religious diversity be a great american tradition , too ... and whether you be muslim , christian , jewish , hindu , sikh - these religion be teach our young people about justice and compassion and honesty. ” mrs. obama give a series of high profile speech at campaign event for clinton last year and make clear her disapproval of trump for question president obama ’ s citizenship and for the new york businessman ’ s treatment of woman after a recording be release in which he brag about grope woman . trump be a leader of the so-called birther movement that question whether president obama , who be bear in hawaii , have be bear in the united state . mrs. obama have keep a low public profile since the election . choke up on friday , she say be first lady have be the great honor of her life . “ so that be my final message to young people a first lady . it be simple . i want our young people to know that they matter , that they belong , ” she say . “ lead by example with hope , never fear . and know that i will be with you , root for you and work to support you for the rest of my life . ”",0,1,0.34466934760780243,0.6553306523921976
5130," democratic member of the house judiciary committee ask the fbi on thursday to launch a criminal investigation into you.s . attorney general jeff session ’ statement before congress about his communication with russian official . “ we would ask the fbi and the united state attorney ’ s office for washington , d.c. , to take up an immediate criminal investigation into these statement , which could potentially implicate a number of criminal law include lie to congress and perjury , ” read the letter to fbi director james comey and you.s . attorney channing phillips .",0,1,0.3991233115513879,0.6008766884486121
33257,"elect donald trump s populist message as well a great britain s departure from the european union base , in part , on the influx of immigrant from middle eastern country . we be now see the rise of many populist group across the world that be increasingly aggressive towards those who adhere to a minority faith . all of this have deeply disturb echo of the dark day of the 1930s , he say . bpr",1,0,0.677971473518828,0.3220285264811719
28617,"year-old girl online.over the course of a six-week long investigation , police say the new hampshire lawmaker offer the undercover cop drug and ask for sexual favors.some of tasker s text be write during committee meeting and sent from the state house.during an interview with necn , nottingham police chief gunnar fo say the investigation begin after police become aware that tasker have attempt to contact a minor online . we have information that he be attempt to contact a 14-year-old girl online , and that kick in the internet crime against child team . they be monitor a lot of his stuff , and find out through his communication that there be a significant amount of drug at his home . tasker be arrest on march 1 , and face felony charge for the attempted solicitation of a minor.he be also face three felony-level drug charge , after a search of his home turn up marijuana , hallucinogenic mushroom and the prescription drug suboxone . police say the drug be package for sale.before his arrest , tasker be a member of the state legislature s committee on child and family law , describe a a body of lawmaker which deal with all matter relate to child and youth , their right , obligation , and protection and the application of criminal law and sentence for child . tasker be the same new hampshire lawmaker who get national attention in 2012 , after he drop a loaded gun during a meeting of the house criminal justice and public safety committee.in 2014 , he make a series of offensive facebook post , which also draw national criticism.in one post tasker suggest that he should be allow to join the black caucus because he like rap music.he also say he wish he could join a white caucus of state legislator . in another post he make light of domestic violence , by joke about eat battered woman . when ask about tasker s arrest , some new hampshire lawmaker say they be not at all surprise by the drug charge , claim that he often come to meeting smell of pot and alcohol.when ask if tasker s behavior be a poor reflection on state lawmaker , however , representative place the burden on the voter who elect him three time . we don t elect them , we try to do the best we can when they get here , say republican house speaker shawn jasper.he add know who you be vote for , know their history , what they ve be do and say . here s more on this story from necn . feature image via video screen capture from necn",1,0,0.530159647267493,0.46984035273250696
6359," the drama start early at donald trump ’ s first news conference a president-elect . trump , who spend much of his you.s . presidential campaign bash the news medium for what he call unfair coverage , kick off with uncharacteristic praise for the new york time and other medium organization . the reason ? the time , and others , have hold back on report salacious and unsubstantiated allegation that suggest trump could be blackmail by russia . the praise do not last long . for those organization that he say have cross the line - buzzfeed , which release an unsubstantiated memo about the allegation , and cnn , which be one of the first to report on the broad story - he deliver a scathing critique . “ you be fake news , ” trump say to cnn correspondent jim acosta , call his organization terrible and decline to take a question from him despite acosta ’ s several attempt to shout one . that dust-up be one of many theatrical moment at the first news conference in six month for trump , a businessman and reality tv star-turned-politician who enter the white house on january 20 . there be turbulence even before trump take the lectern in the lobby of his manhattan tower . the president-elect ’ s team have set out about 80 chair , not nearly enough for the roughly 250 journalist who be present . trump ’ s team create some suspense when beforehand four aide walk to the front of the room and place thick stack of paper on a table . trump would get to that later . when the president-elect arrived , a group of staff and supporter stand in a space near the elevator in the trump tower lobby applaud . that group would act a trump ’ s personal cheering section during the news conference , clap and whoop whenever he make point they like . the press do not normally cheer the president at such event . at the start , trump stand off to the side with his three old child while he have two introduction - one from his incoming press secretary , sean spicer , and one from his run mate , mike penny . both slam medium organization for report the unsubstantiated allegation . cnn later release a statement about it reporting . “ cnn ’ s decision to publish carefully source report about the operation of our government be vastly different from buzzfeed ’ s decision to publish unsubstantiated memo , ” it say . “ the trump team know this. ” buzzfeed ceo jonah peretti in a memo to employee defend the decision to publish the dossier , refer to it a a “ newsworthy document. ” trump stand in front of a row of american flag , use a presidential and patriotic display a a backdrop . a the question grow more intense , he bring up an attorney , who give a long and detailed pitch on live television about how the business owner would attempt to avoid conflict of interest . the lawyer ’ s presentation act a a brief intermission to the frenzied pace . once trump be ready to end , he point to the stack of paper by the lectern . he say he be unsure it have be properly explain that they represent some of the paperwork he have fill out to begin place his business in the hand of his son so long a he be president , a maximum of eight year . if after eight year of run his business he find the son have not do a good job , he would tell them , “ you be fire , ” trump say , use a catchphrase from “ the apprentice , ” the reality tv show he host .",0,1,0.44158299512367105,0.558417004876329
27767,"wide energy employment ( while oil account for 50 percent ) , fortune magazine report that for the first time in quite a while , there be more opening for solar job than oil.think about that . while the world burn for the next barrel of oil , green energy job be outpace the status quo dirty energy that pull the united state into a massive war.as fortune find : this [ trend ] correspond with a recent report by the solar foundation that highlight the rapid growth of the you.s . clean energy sector . by the end of this year , the solar sector should have 240,000 worker under it wing , and currently employ around 77 % more worker than the coal mining industry.so why be this happen ? well , since the price of oil have plunge by 60 percent in the last 18 month have cause the world s large oil and gas company to cut job at an alarm rate . bp have announce it will cut 9 percent of it workforce while chevron say it will cut 10 percent.this come a report show that global investment in renewable energy , most of which have come from china and india , heavy polluter , be more than twice that of coal and gas combine from last year s numbers.tara sinclair , chief economist of indeed , issue a warning to those in the energy industry : see out renewable job , not oil.the decline in oil price have not just rock that industry , but job link to both fossil fuel and renewable energy . whether or not solar overtakes oil on indeed , energy worker would do well to position themselves for work in renewable field such a solar , wind , and hydroelectricity.with clinton s pledge to build 600 million more solar field and a promise to rebuild ravaged coal country with renewable energy , the amount of green worker could surge within the next several year ( should she win ) .is the country , and the world , move towards a greener economy ? hopefully , it do and will send a powerful and destructive industry packing.featured image via wikipedia",1,0,0.5967833318596039,0.4032166681403961
